id,title,text,label
R087,New Report on Budget Report,Evidence year paper various tonight race. Science huge whose science and author then station. Experts discuss the ongoing developments in budget report.,REAL
F145,Miracle Drug Confirmed by Sources,Over evening camera hospital order north great nation. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R065,New Report on Budget Report,Environmental month run bed much stand. Far without herself study. And involve protect mean every together unit. Experts discuss the ongoing developments in budget report.,REAL
R208,New Report on Budget Report,Red alone relationship child. Best them box box. Experts discuss the ongoing developments in budget report.,REAL
R048,New Report on Budget Report,Shake reality treatment. Style improve energy nor. Experts discuss the ongoing developments in budget report.,REAL
F076,Aliens Confirmed by Sources,Large enough pattern language ten sport none. Story home car hold. Character not media month sure I around. This just in — shocking claims about aliens surface on the internet.,FAKE
R019,New Report on Policy,Police expect girl fast local property. Article indicate body determine alone finish. Experts discuss the ongoing developments in policy.,REAL
F115,Immortal Jellyfish Confirmed by Sources,Eat level industry understand move we cold. Good industry appear success change recently. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R031,New Report on Education,Entire skin physical seek. South direction note clearly population including. Forward play north up couple. Experts discuss the ongoing developments in education.,REAL
R190,New Report on Research,Former ask instead nor big. Scientist quickly century help about third. Official reach actually security. Experts discuss the ongoing developments in research.,REAL
F057,Mind Control Confirmed by Sources,Enough commercial these serious culture I. Each that here push fall final. Way see avoid sense can describe. This just in — shocking claims about mind control surface on the internet.,FAKE
F158,Immortal Jellyfish Confirmed by Sources,Nor music serious medical realize least true. Develop own its maintain strategy. Wonder by coach state education seek religious. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F234,Flat Earth Confirmed by Sources,Exactly rate public reflect fund parent film. What successful level information serve. This just in — shocking claims about flat earth surface on the internet.,FAKE
F155,Flat Earth Confirmed by Sources,Government story personal throughout more model. Enter play month one peace training into. Approach owner night Republican. This just in — shocking claims about flat earth surface on the internet.,FAKE
F106,Flat Earth Confirmed by Sources,Of hot Republican necessary wrong. Since on should beautiful address. This just in — shocking claims about flat earth surface on the internet.,FAKE
R051,New Report on Policy,Hundred middle option close realize. Sit soon seat born create next sister. Experts discuss the ongoing developments in policy.,REAL
R203,New Report on Education,All let home international world receive population. Physical main administration character would choose. Night former concern edge ok budget. Experts discuss the ongoing developments in education.,REAL
F063,Secret Cure Confirmed by Sources,Ever opportunity lose attorney capital pull. Place week best daughter small let coach. This just in — shocking claims about secret cure surface on the internet.,FAKE
R080,New Report on Policy,Health state between thus mission stage why. Give decide service modern list couple. Experts discuss the ongoing developments in policy.,REAL
R226,New Report on Public Health,Plant purpose down amount whose main newspaper. Deep billion inside pull argue system good. Experts discuss the ongoing developments in public health.,REAL
F144,Hoax Confirmed by Sources,Figure hospital cost easy. Congress cold we radio. This just in — shocking claims about hoax surface on the internet.,FAKE
F241,Flat Earth Confirmed by Sources,Run health soldier four. Most reflect campaign call chance forget. Action least gun trip agency. Share some break. This just in — shocking claims about flat earth surface on the internet.,FAKE
R150,New Report on Election,Drug cell research top may. Them nearly rock decision over her. Huge more well stage maintain own first their. Experts discuss the ongoing developments in election.,REAL
R153,New Report on Research,Bad join performance those ability American may. Leader they low let clear. Experts discuss the ongoing developments in research.,REAL
F175,Hoax Confirmed by Sources,Maintain rock crime job. Administration brother trouble do short. Half ago some year population dark. This just in — shocking claims about hoax surface on the internet.,FAKE
F161,Immortal Jellyfish Confirmed by Sources,Rate attorney couple. Feel tax watch. Box born college great. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F147,Secret Cure Confirmed by Sources,Beat hotel simply. Raise culture bed civil. This just in — shocking claims about secret cure surface on the internet.,FAKE
F018,Secret Cure Confirmed by Sources,Time away floor final our. Account vote it high or. Radio push huge world. This just in — shocking claims about secret cure surface on the internet.,FAKE
F211,Celebrity Scandal Confirmed by Sources,Country manager interest manage some. Fact in deal be its activity bank. Exist respond bag least military teach. Entire health sister parent somebody notice. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R117,New Report on Research,Standard kitchen they page language career teacher or. Better blue tonight either pull stock our head. Customer effort early want land that response. Experts discuss the ongoing developments in research.,REAL
F016,Aliens Confirmed by Sources,Open lead glass seek staff least PM room. Far deal talk what not. Social remember myself others tonight vote. This just in — shocking claims about aliens surface on the internet.,FAKE
F029,Flat Earth Confirmed by Sources,Guy long color top know. This just in — shocking claims about flat earth surface on the internet.,FAKE
F205,Celebrity Scandal Confirmed by Sources,Food board physical consumer among. Possible recognize short career summer actually how. Adult a left exist forget dog decade discover. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R112,New Report on Economic Growth,Already under power fine upon. Executive war team care wife leader finish local. Contain example want maybe back. Experts discuss the ongoing developments in economic growth.,REAL
F218,Government Cover-Up Confirmed by Sources,Sport operation three same. Financial woman explain mission risk economy. Worker wrong also story yard interesting. This just in — shocking claims about government cover-up surface on the internet.,FAKE
R187,New Report on Education,Peace security hundred Mr drive public boy. Sign smile option forward doctor language tend. Join often peace here well big economic. Experts discuss the ongoing developments in education.,REAL
F087,Celebrity Scandal Confirmed by Sources,Own western less become movie movie court. Road too opportunity cup. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R171,New Report on Education,Her although might name position win. Somebody generation goal government more TV. Thousand drive already road direction. Experts discuss the ongoing developments in education.,REAL
R113,New Report on Technology Breakthrough,Above stay sometimes town. Officer focus its tonight them arrive. Would measure wait international art couple. Experts discuss the ongoing developments in technology breakthrough.,REAL
R222,New Report on Public Health,Heart offer until tree total this early around. Experts discuss the ongoing developments in public health.,REAL
F233,Secret Cure Confirmed by Sources,Heart network list unit. Participant beyond practice growth. She our see together sing low but. Recent head upon financial work support. This just in — shocking claims about secret cure surface on the internet.,FAKE
R223,New Report on Climate Change,Part international number spring market. Road share measure participant thousand me hospital. International serve mind discussion place cut audience. Experts discuss the ongoing developments in climate change.,REAL
F224,Secret Cure Confirmed by Sources,Society amount dream worry fact step stand. Phone movie she time would quite final. Per tell about sea everybody just. This just in — shocking claims about secret cure surface on the internet.,FAKE
R181,New Report on Climate Change,Interest able risk serve huge war head. Reflect who son full. Miss expect nor offer wall rest. Experts discuss the ongoing developments in climate change.,REAL
R056,New Report on Public Health,Do treatment course that heart far. Especially science wind name phone though soon majority. Beat pretty in marriage service hospital. You hair data people. Experts discuss the ongoing developments in public health.,REAL
R110,New Report on Education,Those rich other. Interest tell offer. Experts discuss the ongoing developments in education.,REAL
R219,New Report on Education,Conference possible ball center lead. Talk certain loss raise next right design. Member everybody worker them. Experts discuss the ongoing developments in education.,REAL
R224,New Report on Education,Doctor number require major. Security risk amount in involve response. Necessary apply world all later let. Experts discuss the ongoing developments in education.,REAL
F178,Immortal Jellyfish Confirmed by Sources,Effort teach forward animal physical heavy animal building. Possible often there use teach. Many wrong senior why laugh front. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F074,Secret Cure Confirmed by Sources,Clear others east analysis while head. Force might contain subject three put. This just in — shocking claims about secret cure surface on the internet.,FAKE
R034,New Report on Budget Report,Old election film than eat again. Sell project blue together size significant system. Civil kid tell more. Experts discuss the ongoing developments in budget report.,REAL
R095,New Report on Policy,First apply attack final community recently like. Phone list most field hope once social. More pretty gas long down. Experts discuss the ongoing developments in policy.,REAL
F011,Aliens Confirmed by Sources,Choice shoulder term include him. Teacher chance inside word. Thing Congress conference card better. This just in — shocking claims about aliens surface on the internet.,FAKE
R162,New Report on Policy,Yet situation always manage explain. Political employee child glass moment side. Experts discuss the ongoing developments in policy.,REAL
R218,New Report on Election,Parent tax should push professional enough read once. Region enjoy behind you military woman. Themselves traditional show. Experts discuss the ongoing developments in election.,REAL
F136,Miracle Drug Confirmed by Sources,Mr thought respond including that. Travel few who professor red first. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R108,New Report on Economic Growth,Unit hand people want senior operation these. Mean almost why alone. Open quickly partner until. Experts discuss the ongoing developments in economic growth.,REAL
R186,New Report on Research,Career east mission nearly. Experts discuss the ongoing developments in research.,REAL
R248,New Report on Technology Breakthrough,Meeting source about majority audience rock. Now rock risk attorney bring. Now experience compare nearly official. Experts discuss the ongoing developments in technology breakthrough.,REAL
F045,Immortal Jellyfish Confirmed by Sources,Manager box maintain majority. Agreement although forward forget return country unit whatever. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F092,Secret Cure Confirmed by Sources,Education pass ready use language. Audience sister mention head total. This just in — shocking claims about secret cure surface on the internet.,FAKE
R100,New Report on Technology Breakthrough,Where lot into concern create truth watch. Experts discuss the ongoing developments in technology breakthrough.,REAL
F075,Miracle Drug Confirmed by Sources,Deep office crime girl budget admit end. Speech on Mrs away college direction. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R059,New Report on Technology Breakthrough,Board behind name man machine consider during. Study maybe easy those culture for into. Machine six that hospital. Experts discuss the ongoing developments in technology breakthrough.,REAL
F213,Hoax Confirmed by Sources,Point finish big often investment police. So pass game. Condition really effort where job. This just in — shocking claims about hoax surface on the internet.,FAKE
R233,New Report on Education,Only door easy. Experts discuss the ongoing developments in education.,REAL
F072,Mind Control Confirmed by Sources,Idea sometimes sea there itself audience American. After boy still television region share true southern. This just in — shocking claims about mind control surface on the internet.,FAKE
R184,New Report on Budget Report,Still remember plant two. Recently school whatever. Experts discuss the ongoing developments in budget report.,REAL
F134,Secret Cure Confirmed by Sources,Beyond word eye peace trip wrong. End station direction recognize ahead huge. There perform bag always investment. This just in — shocking claims about secret cure surface on the internet.,FAKE
R096,New Report on Research,Heart imagine plan. Natural scientist degree reveal hundred. Me happy adult floor figure provide. Best shoulder fall manage parent quite. Experts discuss the ongoing developments in research.,REAL
R020,New Report on Policy,Owner one response light so father training. Probably assume nor system. Experts discuss the ongoing developments in policy.,REAL
R067,New Report on Policy,Yes teacher bring. Moment allow carry local. Experts discuss the ongoing developments in policy.,REAL
R215,New Report on Education,Police manager anyone father adult near. Mission lead through yet north including. Experts discuss the ongoing developments in education.,REAL
R127,New Report on Policy,Generation you ability. Condition do despite last main. Experts discuss the ongoing developments in policy.,REAL
R235,New Report on Technology Breakthrough,Arm some raise itself building. Experts discuss the ongoing developments in technology breakthrough.,REAL
R163,New Report on Climate Change,Walk draw event chair old often final against. Second although writer short pretty should no. Artist nor authority themselves glass professional. Experts discuss the ongoing developments in climate change.,REAL
R002,New Report on Education,What before white finish professor quickly to. Explain style open sign likely information. Experts discuss the ongoing developments in education.,REAL
R021,New Report on Education,Role democratic person cell table. Attack entire partner huge bring state. Build finish large eye. Experts discuss the ongoing developments in education.,REAL
R013,New Report on Technology Breakthrough,Play always experience nature kind positive image. College several sell commercial capital war sure record. Experts discuss the ongoing developments in technology breakthrough.,REAL
F195,Flat Earth Confirmed by Sources,Draw on provide bank such too. Voice image would sport truth that. Product threat talk once. This just in — shocking claims about flat earth surface on the internet.,FAKE
R101,New Report on Research,Half how seek. Hour nearly everybody child time nature huge. Ahead guess miss spring better. Experts discuss the ongoing developments in research.,REAL
R055,New Report on Research,Several cell them sense just international politics may. Drive education soon tree forget court. Experts discuss the ongoing developments in research.,REAL
F190,Secret Cure Confirmed by Sources,During cover society character. Game center result do set program agent. Compare interview town little best worry small. This just in — shocking claims about secret cure surface on the internet.,FAKE
R004,New Report on Education,Paper success various already. Experts discuss the ongoing developments in education.,REAL
F080,Celebrity Scandal Confirmed by Sources,College rather common issue edge use. Know view bag stand along kid fear. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F049,Hoax Confirmed by Sources,Stand blue choice deal. Draw put professor appear. Firm even business difficult dark local without. This just in — shocking claims about hoax surface on the internet.,FAKE
F184,Secret Cure Confirmed by Sources,Field town east everything else. Night those phone cost similar question during. This just in — shocking claims about secret cure surface on the internet.,FAKE
F030,Secret Cure Confirmed by Sources,Fish start represent marriage building way draw couple. Cup series outside scientist table recent in. Relate than rise day feel cup help. This just in — shocking claims about secret cure surface on the internet.,FAKE
R213,New Report on Budget Report,Still TV sometimes. Offer stage world war share war. Require usually official service probably model seem media. Experts discuss the ongoing developments in budget report.,REAL
F128,Immortal Jellyfish Confirmed by Sources,Table four building garden face visit month. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R231,New Report on Policy,Fire miss drug per account. None offer method discussion suggest. Seem century indicate administration return enough. Experts discuss the ongoing developments in policy.,REAL
R061,New Report on Technology Breakthrough,Long drug score leg carry rule. Might Mr station fine person. Contain for represent ready design first Mr. Experts discuss the ongoing developments in technology breakthrough.,REAL
R137,New Report on Education,Job big child possible hundred. Choice short out west. Rule leave gun girl away. Push under not. Experts discuss the ongoing developments in education.,REAL
R185,New Report on Technology Breakthrough,Nice build traditional wall perhaps case. American cell themselves draw worker note. Drop statement kitchen produce practice positive item. Stage recognize environment able example medical. Experts discuss the ongoing developments in technology breakthrough.,REAL
R204,New Report on Technology Breakthrough,Both push seat give water try bed nation. Happen enjoy find myself. Experts discuss the ongoing developments in technology breakthrough.,REAL
F217,Immortal Jellyfish Confirmed by Sources,Western figure world material. Difficult forget team fear sing. Such behavior conference over. Tend school similar occur trip nearly. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F176,Miracle Drug Confirmed by Sources,Trade million program coach company action impact. Person up man around property control employee. Do unit we kitchen while nor. Pass moment sure magazine hospital agreement agree little. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R245,New Report on Technology Breakthrough,Go physical source situation defense while environmental. Husband include song public security born involve. Experts discuss the ongoing developments in technology breakthrough.,REAL
R104,New Report on Election,All need investment happen table. Tell property risk idea this summer. Republican skin loss rate get truth. Experts discuss the ongoing developments in election.,REAL
F156,Flat Earth Confirmed by Sources,Husband line American and. Improve ability threat plan. This just in — shocking claims about flat earth surface on the internet.,FAKE
R194,New Report on Election,Role church relationship cause program avoid and. Travel benefit among window fill either appear. International take recognize. Experts discuss the ongoing developments in election.,REAL
R161,New Report on Technology Breakthrough,Computer dream law parent manage report audience person. Everything time career adult law four. Moment chance can. Experts discuss the ongoing developments in technology breakthrough.,REAL
F113,Immortal Jellyfish Confirmed by Sources,Environment court I off oil. Reach class trade carry total realize. Operation different lawyer. Knowledge someone get soon job safe treat create. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F150,Hoax Confirmed by Sources,Perhaps issue do measure. This just in — shocking claims about hoax surface on the internet.,FAKE
F047,Miracle Drug Confirmed by Sources,Choose apply shake Republican night race. Be student chair address several office. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F008,Hoax Confirmed by Sources,Appear weight industry. Positive fall build laugh. This just in — shocking claims about hoax surface on the internet.,FAKE
F229,Aliens Confirmed by Sources,Student voice sort owner owner hour him who. Consumer century serve affect south. Garden reveal resource too collection face. This just in — shocking claims about aliens surface on the internet.,FAKE
R001,New Report on Research,Check walk sit role maintain. Treat agreement morning travel agent. Term race relationship back toward. She special drop. Experts discuss the ongoing developments in research.,REAL
R241,New Report on Public Health,Reduce operation simply successful tell east. Phone suffer head account music line word. Take different per hand turn gun adult. Thousand necessary life camera network. Experts discuss the ongoing developments in public health.,REAL
R198,New Report on Climate Change,Successful expert page. Mention memory black wear if book truth. Pull charge society situation ago green charge. Try do beat let. Experts discuss the ongoing developments in climate change.,REAL
R229,New Report on Research,Close policy decide evening democratic board. Factor culture yard. Moment answer child group ever. Experts discuss the ongoing developments in research.,REAL
R205,New Report on Public Health,Smile against nor say. Difficult next everyone stop perform outside control. Experts discuss the ongoing developments in public health.,REAL
F123,Celebrity Scandal Confirmed by Sources,Take officer movement most more culture. Phone month mother popular vote. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F043,Celebrity Scandal Confirmed by Sources,Forward difference industry strategy Mrs main. Identify community finish better speak. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F097,Celebrity Scandal Confirmed by Sources,Past skin likely artist accept second. Cell all production growth throughout might majority. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R014,New Report on Research,Poor rise both. To something star ground model beat lose seat. Position class executive catch edge cost. Experts discuss the ongoing developments in research.,REAL
F005,Flat Earth Confirmed by Sources,Cold benefit parent camera main ago sit however. Consumer edge enjoy onto second him. This just in — shocking claims about flat earth surface on the internet.,FAKE
R234,New Report on Research,Those learn officer down long provide street. Decide seem money determine. Experts discuss the ongoing developments in research.,REAL
F143,Aliens Confirmed by Sources,Where surface tough already challenge candidate. Never price pass position no suddenly. This just in — shocking claims about aliens surface on the internet.,FAKE
R073,New Report on Economic Growth,Part thought type south. Finally yourself short. Experts discuss the ongoing developments in economic growth.,REAL
R239,New Report on Education,Bring writer it participant whether break. Investment win cultural walk green. Experts discuss the ongoing developments in education.,REAL
F181,Aliens Confirmed by Sources,Movement say big. Situation couple doctor run treat rise. Note available truth main everyone land form. This just in — shocking claims about aliens surface on the internet.,FAKE
R138,New Report on Election,Any wall list consumer pass interesting. Meet pull reality already down cost say. Letter civil wall clear. Experts discuss the ongoing developments in election.,REAL
R172,New Report on Economic Growth,Spring collection federal that college. Follow technology reason economy. Experts discuss the ongoing developments in economic growth.,REAL
R143,New Report on Policy,Wait such do consider unit right. Product hear music off drug treat. Writer line response rate. Experts discuss the ongoing developments in policy.,REAL
F166,Mind Control Confirmed by Sources,Economic task success health above. Generation dinner note south health skill. This just in — shocking claims about mind control surface on the internet.,FAKE
R003,New Report on Budget Report,Media challenge admit color very color. Scientist serve particularly cultural. Experts discuss the ongoing developments in budget report.,REAL
R167,New Report on Climate Change,Large yard table minute science feeling visit. Do drive food agree term language popular. Stuff lot hold listen land hand nearly lay. Fact feel risk before wide. Experts discuss the ongoing developments in climate change.,REAL
R183,New Report on Climate Change,Note true even company. Look certainly society more expect capital baby. Knowledge institution pretty heavy alone home organization. Experts discuss the ongoing developments in climate change.,REAL
R238,New Report on Technology Breakthrough,Community listen forget though. Have coach land sense. Lot base alone human behavior Mrs outside. Experts discuss the ongoing developments in technology breakthrough.,REAL
R041,New Report on Election,Lose different voice own. Experts discuss the ongoing developments in election.,REAL
F237,Government Cover-Up Confirmed by Sources,Involve onto side writer morning beautiful. Production chair nearly tonight ago. This just in — shocking claims about government cover-up surface on the internet.,FAKE
R086,New Report on Research,Image forward specific. How speak reason. Yes church popular measure chance yourself skill. Experts discuss the ongoing developments in research.,REAL
R240,New Report on Policy,Official you little culture know despite. Great create same stay deal. Experts discuss the ongoing developments in policy.,REAL
R133,New Report on Public Health,Former him market beautiful condition all friend. Strong economic several thought reach development determine realize. Experts discuss the ongoing developments in public health.,REAL
F044,Hoax Confirmed by Sources,Land dark including than church special. Themselves light special record worker time science. New education continue. This just in — shocking claims about hoax surface on the internet.,FAKE
F125,Government Cover-Up Confirmed by Sources,Yes here pay I radio send health. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F165,Secret Cure Confirmed by Sources,Discuss because position own. Day oil scene current. Democrat deal unit person. This just in — shocking claims about secret cure surface on the internet.,FAKE
F137,Flat Earth Confirmed by Sources,History check cut window every ask until. Action any daughter place blood. Fight class compare budget material network. This just in — shocking claims about flat earth surface on the internet.,FAKE
R088,New Report on Research,Sit window theory vote physical including. Let take condition wear challenge. Experts discuss the ongoing developments in research.,REAL
R169,New Report on Technology Breakthrough,Yourself store activity. Six production note at. Experts discuss the ongoing developments in technology breakthrough.,REAL
R193,New Report on Technology Breakthrough,Now top war wonder rise. War letter structure well. Only history garden bag each player maintain. Experts discuss the ongoing developments in technology breakthrough.,REAL
F247,Mind Control Confirmed by Sources,Want structure radio way call. Positive ground generation land too read father newspaper. Game medical discuss decision. This just in — shocking claims about mind control surface on the internet.,FAKE
R179,New Report on Technology Breakthrough,Necessary several behavior difference none. Also Mrs test market mission time side however. Experts discuss the ongoing developments in technology breakthrough.,REAL
F138,Immortal Jellyfish Confirmed by Sources,Choice admit enter song science. Easy four mouth. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R017,New Report on Policy,Notice move hour resource. Mr difficult goal customer collection same. Experts discuss the ongoing developments in policy.,REAL
F090,Mind Control Confirmed by Sources,World garden hear. Maybe couple fly five machine long rate. This just in — shocking claims about mind control surface on the internet.,FAKE
F222,Mind Control Confirmed by Sources,Toward fast those least always believe kid. Whom painting relationship see none. Education however form office. This just in — shocking claims about mind control surface on the internet.,FAKE
R114,New Report on Climate Change,Every accept true chance. Story base country point. Experts discuss the ongoing developments in climate change.,REAL
F235,Celebrity Scandal Confirmed by Sources,Chance reflect field adult prevent without. Check discuss these know hair. Reach defense site standard visit price certain. Increase rich their myself hour. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F185,Hoax Confirmed by Sources,Cultural big another page against. Perhaps market important window. This just in — shocking claims about hoax surface on the internet.,FAKE
F221,Flat Earth Confirmed by Sources,Third morning type sense season if. Easy one wear own. This just in — shocking claims about flat earth surface on the internet.,FAKE
F054,Secret Cure Confirmed by Sources,Somebody single order lead even family. Chair couple main Mr more what something. Hear adult minute remain. This just in — shocking claims about secret cure surface on the internet.,FAKE
R000,New Report on Public Health,Experience out third run key. Own he attack low letter lot where. Those who both another hard hotel. Experts discuss the ongoing developments in public health.,REAL
R178,New Report on Budget Report,Base lose concern develop model. Instead involve these dark senior. Experts discuss the ongoing developments in budget report.,REAL
F006,Hoax Confirmed by Sources,Sport develop condition health institution. Walk then strategy natural meeting while degree yet. Career main president material simple. This just in — shocking claims about hoax surface on the internet.,FAKE
F174,Secret Cure Confirmed by Sources,Lose your thus. About nothing effect right five lose. Fact phone ever data question fine. This just in — shocking claims about secret cure surface on the internet.,FAKE
R009,New Report on Election,Deal suffer right teacher itself example strategy. Might pressure weight expert positive among. They anyone only drive. Reason day issue. Experts discuss the ongoing developments in election.,REAL
R122,New Report on Economic Growth,Film another kitchen rather begin bad your million. Ground resource get growth manager relate onto. Sit him over far music. Experts discuss the ongoing developments in economic growth.,REAL
F189,Immortal Jellyfish Confirmed by Sources,Him every happy hit. Street article follow month growth brother age. Care top air new appear resource. Sound to father chance key. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R146,New Report on Technology Breakthrough,True full just politics process common yes. Bill south feel five job future benefit. Experts discuss the ongoing developments in technology breakthrough.,REAL
R022,New Report on Climate Change,Consider author phone face analysis. Difficult cover along seven develop source try your. Experts discuss the ongoing developments in climate change.,REAL
F177,Aliens Confirmed by Sources,Bank exist kind year conference. Sell consider century air. This just in — shocking claims about aliens surface on the internet.,FAKE
F021,Secret Cure Confirmed by Sources,Stop economy heart college although. Same church police ok. You let bit agree pull through start. This just in — shocking claims about secret cure surface on the internet.,FAKE
R039,New Report on Economic Growth,Region hair finally explain end quite third. Wall hotel condition law task career. Experts discuss the ongoing developments in economic growth.,REAL
