id,title,label,filtered_words_str
R129,New Report on Election,REAL,"glass,remain,develop,teacher,firm,place.,community,direction,senior,sell,consider.,personal,product,water,base.,experts,discuss,ongoing,developments,election."
R227,New Report on Climate Change,REAL,"stay,wear,common,bed,away.,western,project.,west,rate,family,third,share,reflect.,experts,discuss,ongoing,developments,climate,change."
F231,Aliens Confirmed by Sources,FAKE,"support,listen,almost,partner,within.,man,seven,response,former.,investment,body,may.,—,shocking,claims,aliens,surface,internet."
R066,New Report on Policy,REAL,"subject,four,blood,message,seven,character.,whose,skin,interest.,experts,discuss,ongoing,developments,policy."
F095,Mind Control Confirmed by Sources,FAKE,"option,social,hour,drop.,source,action,bill,fly.,little,sea.,specific,plan,foot.,—,shocking,claims,mind,control,surface,internet."
R174,New Report on Policy,REAL,"choose,team,official,answer,left,trip.,similar,tend,specific,sit,chair,traditional,drop.,kid,process,us,value,something,age,near,decide.,experts,discuss,ongoing,developments,policy."
R201,New Report on Public Health,REAL,"across,talk,way,alone,play.,someone,manage,peace,eye,model.,experts,discuss,ongoing,developments,public,health."
R072,New Report on Education,REAL,"black,way,camera,day.,lead,use,week,security,employee,american.,budget,somebody,quite,kid,enjoy,design,through.,experts,discuss,ongoing,developments,education."
R064,New Report on Research,REAL,"money,sell,cost,full.,toward,particularly,wall,kitchen,want,total,yet.,close,prove,hit,task.,experts,discuss,ongoing,developments,research."
F037,Miracle Drug Confirmed by Sources,FAKE,"response,course,difficult,would.,job,loss,alone,send,beyond,style.,partner,enough,appear.,—,shocking,claims,miracle,drug,surface,internet."
R170,New Report on Technology Breakthrough,REAL,"study,support,buy,draw,one,necessary.,south,must,book.,experts,discuss,ongoing,developments,technology,breakthrough."
F110,Celebrity Scandal Confirmed by Sources,FAKE,"campaign,write,sound,real,national,management.,unit,environment,consumer,employee.,shake,reason,education,risk,wait,what.,—,shocking,claims,celebrity,scandal,surface,internet."
F048,Secret Cure Confirmed by Sources,FAKE,"seat,involve,cup,likely.,create,line,green,economic.,best,wonder,play,draw,body,road,kind.,game,attorney,alone,get.,—,shocking,claims,secret,cure,surface,internet."
F082,Hoax Confirmed by Sources,FAKE,"painting,small,ready,television,officer.,—,shocking,claims,hoax,surface,internet."
F187,Miracle Drug Confirmed by Sources,FAKE,"voice,member,different.,get,teacher,data.,figure,believe,town.,—,shocking,claims,miracle,drug,surface,internet."
F027,Miracle Drug Confirmed by Sources,FAKE,"instead,coach,physical,break,discover,respond.,news,already,maintain,arrive,time.,five,three,understand.,—,shocking,claims,miracle,drug,surface,internet."
F202,Hoax Confirmed by Sources,FAKE,"perform,create,group,watch,whole,eye,risk,stage.,education,stand,thus,exist,campaign,author.,argue,owner,start,beautiful.,—,shocking,claims,hoax,surface,internet."
F197,Secret Cure Confirmed by Sources,FAKE,"like,area,exactly,knowledge.,personal,property,single,mrs,officer,respond.,though,contain,piece,right,congress,rule.,vote,region,significant,sister,speech.,—,shocking,claims,secret,cure,surface,internet."
R128,New Report on Climate Change,REAL,"police,upon,four.,season,store,nation,change,defense,war,design.,experts,discuss,ongoing,developments,climate,change."
F157,Government Cover-Up Confirmed by Sources,FAKE,"participant,traditional,none,plant.,seat,save,huge,arrive,security.,free,serious,film,company,term,measure.,wind,continue,fast,difference,experience.,—,shocking,claims,government,cover-up,surface,internet."
F117,Hoax Confirmed by Sources,FAKE,"deal,weight,task,tell,well,against.,—,shocking,claims,hoax,surface,internet."
F173,Secret Cure Confirmed by Sources,FAKE,"hospital,air,pressure,language.,theory,answer,make,born,though.,—,shocking,claims,secret,cure,surface,internet."
F024,Aliens Confirmed by Sources,FAKE,"federal,main,medical,college,charge,development.,painting,able,indeed,see,do.,camera,thus,perform.,—,shocking,claims,aliens,surface,internet."
F096,Celebrity Scandal Confirmed by Sources,FAKE,"certainly,song,learn,vote,whose,pass.,message,occur,risk,fill,art,occur.,—,shocking,claims,celebrity,scandal,surface,internet."
R247,New Report on Public Health,REAL,"impact,first,notice,office,lead,present,hope.,local,degree,democrat,mr,can.,offer,strong,build,protect.,experts,discuss,ongoing,developments,public,health."
F226,Government Cover-Up Confirmed by Sources,FAKE,"mr,main,although,blood.,investment,everybody,interest,explain,discuss.,congress,realize,statement,interesting.,—,shocking,claims,government,cover-up,surface,internet."
F100,Flat Earth Confirmed by Sources,FAKE,"system,allow,three,loss,check.,manager,population,movement,learn,many.,—,shocking,claims,flat,earth,surface,internet."
F246,Government Cover-Up Confirmed by Sources,FAKE,"always,south,manager,must,coach.,east,hotel,teach,country,land,growth,him.,—,shocking,claims,government,cover-up,surface,internet."
F183,Aliens Confirmed by Sources,FAKE,"industry,color,better,theory.,majority,make,then.,site,feel.,—,shocking,claims,aliens,surface,internet."
R063,New Report on Policy,REAL,"party,hotel,build,focus,news,goal,bed.,amount,site,large,seek,low,east.,experts,discuss,ongoing,developments,policy."
R005,New Report on Election,REAL,"culture,run,professor,high,reason.,push,ok,minute,clearly,article,road,growth,eye.,experts,discuss,ongoing,developments,election."
R084,New Report on Election,REAL,"couple,someone,fine,career,trip.,personal,minute,issue,improve.,office,almost,capital,enjoy.,write,care.,experts,discuss,ongoing,developments,election."
R124,New Report on Education,REAL,"save,fact,fear,indeed,word,no.,experts,discuss,ongoing,developments,education."
R118,New Report on Research,REAL,"return,white,look,say.,experts,discuss,ongoing,developments,research."
F001,Aliens Confirmed by Sources,FAKE,"position,student,big.,push,north,people,source,much,hour.,one,analysis,election,close,type,attack.,—,shocking,claims,aliens,surface,internet."
F007,Immortal Jellyfish Confirmed by Sources,FAKE,"radio,indeed,need,seven.,stand,east,great,expect,sing.,marriage,room,commercial,recent,father,rich,voice.,—,shocking,claims,immortal,jellyfish,surface,internet."
F046,Mind Control Confirmed by Sources,FAKE,"walk,heavy,american,relate,per.,light,performance,mr,get,director,gas,other.,career,final,perhaps,small.,worker,door,agent,section.,—,shocking,claims,mind,control,surface,internet."
R103,New Report on Research,REAL,"call,head,crime,offer,keep,today.,page,several,employee.,experts,discuss,ongoing,developments,research."
R037,New Report on Budget Report,REAL,"million,star,drop.,technology,agent,someone,room.,experts,discuss,ongoing,developments,budget,report."
F193,Secret Cure Confirmed by Sources,FAKE,"public,nature,might,happen.,collection,occur,body,history,election,she.,member,hospital,thousand,third,understand,cup.,—,shocking,claims,secret,cure,surface,internet."
R166,New Report on Election,REAL,"star,much.,run,foreign,avoid,no.,fire,add,plant,say,like.,experts,discuss,ongoing,developments,election."
F017,Immortal Jellyfish Confirmed by Sources,FAKE,"likely,able,mention,high,yeah.,card,listen,trouble,site,both.,—,shocking,claims,immortal,jellyfish,surface,internet."
R008,New Report on Economic Growth,REAL,"type,financial,bring.,really,organization,effort,again.,experts,discuss,ongoing,developments,economic,growth."
F071,Celebrity Scandal Confirmed by Sources,FAKE,"ask,suddenly,fight,yeah,receive.,material,machine,carry,dinner.,—,shocking,claims,celebrity,scandal,surface,internet."
F028,Mind Control Confirmed by Sources,FAKE,"far,son,ability,tax,make.,tough,relationship,commercial,fight,little,well,commercial.,stuff,church,reality,tend.,—,shocking,claims,mind,control,surface,internet."
F227,Immortal Jellyfish Confirmed by Sources,FAKE,"local,radio,late,drive,theory.,kind,congress,traditional,glass,page.,—,shocking,claims,immortal,jellyfish,surface,internet."
R200,New Report on Public Health,REAL,"others,decision.,recently,box,sign,media,though.,service,crime,ability,state,discover.,experts,discuss,ongoing,developments,public,health."
R225,New Report on Climate Change,REAL,"us,catch,perform,night,very.,picture,indicate,themselves.,star,behind,organization,put.,experts,discuss,ongoing,developments,climate,change."
R062,New Report on Budget Report,REAL,"improve,think,last,toward,sometimes,series,how.,especially,town,actually,environment,add,democrat,glass.,front,skill,clearly,condition.,experts,discuss,ongoing,developments,budget,report."
F033,Hoax Confirmed by Sources,FAKE,"debate,worker,picture,study,decade,imagine.,finish,already,common,find.,—,shocking,claims,hoax,surface,internet."
F012,Hoax Confirmed by Sources,FAKE,"step,moment,contain,put,marriage,day,nature.,father,usually,table,arm,along,cause.,—,shocking,claims,hoax,surface,internet."
R121,New Report on Research,REAL,"form,ten,boy,perform,charge,card,his.,rich,follow,market,try,receive,remain,recent.,experts,discuss,ongoing,developments,research."
F210,Aliens Confirmed by Sources,FAKE,"commercial,citizen,determine,enough,woman,that.,—,shocking,claims,aliens,surface,internet."
F151,Hoax Confirmed by Sources,FAKE,"score,order,well,want,theory.,pattern,doctor,mrs,share,military.,ability,like,difference,country,similar,even,owner.,—,shocking,claims,hoax,surface,internet."
F099,Secret Cure Confirmed by Sources,FAKE,"low,traditional,subject,avoid,garden,challenge,economic.,position,maybe,raise,religious,seek,environmental.,—,shocking,claims,secret,cure,surface,internet."
R090,New Report on Technology Breakthrough,REAL,"conference,degree,phone,buy,several,identify,film.,process,thought,trial.,resource,step,item.,experts,discuss,ongoing,developments,technology,breakthrough."
R125,New Report on Budget Report,REAL,"opportunity,training.,citizen,rest,add,memory.,experts,discuss,ongoing,developments,budget,report."
R091,New Report on Climate Change,REAL,"capital,back,television,teacher,force,industry,campaign.,movement,final,role,while.,like,within,sing,discuss,fall,name.,experts,discuss,ongoing,developments,climate,change."
R157,New Report on Climate Change,REAL,"happen,share,remain,believe,imagine,hospital,congress.,operation,college,congress,similar.,career,determine,whatever,need,force,among.,experts,discuss,ongoing,developments,climate,change."
F098,Miracle Drug Confirmed by Sources,FAKE,"focus,help,hotel,early,three,physical,free,hope.,management,million,fear,away,plan,charge.,enjoy,ever,agreement,add,ball,range.,—,shocking,claims,miracle,drug,surface,internet."
F164,Immortal Jellyfish Confirmed by Sources,FAKE,"quite,local,sense,hold.,news,give,cover,quickly,make.,word,large,star.,—,shocking,claims,immortal,jellyfish,surface,internet."
R050,New Report on Economic Growth,REAL,"today,prepare,stay,training,author.,job,doctor,order,rock,group.,long,usually,news,fund.,experts,discuss,ongoing,developments,economic,growth."
R249,New Report on Climate Change,REAL,"soon,behavior,work,one,should.,country,night,action,issue,he.,experts,discuss,ongoing,developments,climate,change."
R093,New Report on Election,REAL,"second,town,since.,think,movie,western,deal,put,fall,traditional.,raise,season,current,make.,experts,discuss,ongoing,developments,election."
R131,New Report on Education,REAL,"degree,upon,opportunity,wide,commercial,and.,right,kitchen,experience,design,personal,yeah,require.,popular,news,seem,during.,experts,discuss,ongoing,developments,education."
F107,Flat Earth Confirmed by Sources,FAKE,"understand,six,style,economy,step,present,would.,tend,physical,become.,voice,left,common,check,particularly,yet,key.,—,shocking,claims,flat,earth,surface,internet."
F153,Hoax Confirmed by Sources,FAKE,"product,less,mr.,positive,full,toward,knowledge,others.,—,shocking,claims,hoax,surface,internet."
F091,Flat Earth Confirmed by Sources,FAKE,"direction,argue,word,man,attention,successful,discussion.,future,person,sign,argue,discuss.,area,dinner,serious,compare,you.,—,shocking,claims,flat,earth,surface,internet."
R246,New Report on Economic Growth,REAL,"drug,scientist,mind,kitchen,do.,feel,air,close,both.,experts,discuss,ongoing,developments,economic,growth."
F004,Secret Cure Confirmed by Sources,FAKE,"according,factor,feel,growth,wind.,—,shocking,claims,secret,cure,surface,internet."
F220,Celebrity Scandal Confirmed by Sources,FAKE,"together,spend,form,statement,agreement,none.,huge,charge,remember.,certain,some.,—,shocking,claims,celebrity,scandal,surface,internet."
F121,Hoax Confirmed by Sources,FAKE,"foot,medical,animal,organization,reality.,tonight,city,challenge,life,despite,similar,source.,wonder,commercial,land,standard,particularly,arm,education.,—,shocking,claims,hoax,surface,internet."
F245,Mind Control Confirmed by Sources,FAKE,"development,house,letter,anyone,subject,return.,meeting,early,claim.,—,shocking,claims,mind,control,surface,internet."
R035,New Report on Climate Change,REAL,"usually,voice,hit,long,finish.,close,start,consider,mission.,visit,toward,admit,establish.,may,recently,often,security,quite,from.,experts,discuss,ongoing,developments,climate,change."
R024,New Report on Education,REAL,"worry,respond,subject,really,say,cultural,whose.,dream,house,kitchen,possible,chance.,within,bed,school,group,cause,indeed,six.,experts,discuss,ongoing,developments,education."
F079,Miracle Drug Confirmed by Sources,FAKE,"society,law,hit,discussion,top,catch.,probably,always,something,within,home,kitchen,identify.,receive,find,response.,—,shocking,claims,miracle,drug,surface,internet."
R094,New Report on Policy,REAL,"prevent,past,without,eye,difference,itself.,experts,discuss,ongoing,developments,policy."
R040,New Report on Policy,REAL,"agreement,science,serious,short,minute.,dinner,institution,party,attorney,produce,amount.,surface,hope,happen,key.,experts,discuss,ongoing,developments,policy."
F170,Immortal Jellyfish Confirmed by Sources,FAKE,"rule,surface,hospital,institution.,ago,class,room,forward.,respond,approach,radio.,fine,surface,sometimes.,—,shocking,claims,immortal,jellyfish,surface,internet."
F130,Immortal Jellyfish Confirmed by Sources,FAKE,"debate,use,sit,star.,shake,though,participant,put,close,science.,—,shocking,claims,immortal,jellyfish,surface,internet."
R085,New Report on Economic Growth,REAL,"author,sit,responsibility,sense,less,summer,seven.,experts,discuss,ongoing,developments,economic,growth."
R054,New Report on Budget Report,REAL,"hear,physical,final.,traditional,second,avoid,bed,city,energy.,walk,million,marriage,message.,explain,kid,make,still.,experts,discuss,ongoing,developments,budget,report."
R047,New Report on Technology Breakthrough,REAL,"toward,find,long,offer.,style,ability,attention.,experts,discuss,ongoing,developments,technology,breakthrough."
R199,New Report on Economic Growth,REAL,"real,scientist,major,behind,would.,experts,discuss,ongoing,developments,economic,growth."
F062,Miracle Drug Confirmed by Sources,FAKE,"practice,natural,perhaps,study,future,population,fact.,drug,east,trial,kitchen,lot,four,free.,couple,set,dark,hospital,start,hope,garden.,—,shocking,claims,miracle,drug,surface,internet."
R244,New Report on Technology Breakthrough,REAL,"health,simple,ago.,really,military,perhaps,soldier,myself.,experts,discuss,ongoing,developments,technology,breakthrough."
R107,New Report on Election,REAL,"race,somebody,race,right,instead,individual.,black,age,value,nothing,bank,eight,career.,experts,discuss,ongoing,developments,election."
F148,Aliens Confirmed by Sources,FAKE,"day,use,heavy.,son,customer,run,amount.,detail,production,better,reflect.,suffer,base,painting,shoulder.,—,shocking,claims,aliens,surface,internet."
F023,Mind Control Confirmed by Sources,FAKE,"apply,pressure,environmental,program,must.,idea,positive,republican,discuss,position,company,ball.,article,door,suffer,computer,identify,government.,—,shocking,claims,mind,control,surface,internet."
R075,New Report on Budget Report,REAL,"mean,box,grow,method,mrs.,air,international,give,subject.,democratic,describe,great,without,represent,difficult,soldier.,experts,discuss,ongoing,developments,budget,report."
R220,New Report on Public Health,REAL,"space,large,arm,human,hear,and.,worker,behind,heavy,suddenly.,experts,discuss,ongoing,developments,public,health."
R099,New Report on Economic Growth,REAL,"exist,authority,live,leg.,experts,discuss,ongoing,developments,economic,growth."
F066,Flat Earth Confirmed by Sources,FAKE,"trip,pm,every,writer,perform,design,majority.,fish,visit,thing,author,many,development,box.,necessary,ten,scene,short,ball,local,medical,community.,—,shocking,claims,flat,earth,surface,internet."
F060,Flat Earth Confirmed by Sources,FAKE,"base,star,meet,moment,if.,—,shocking,claims,flat,earth,surface,internet."
F022,Government Cover-Up Confirmed by Sources,FAKE,"policy,drop,defense.,ask,soon,school,focus.,within,back,move,just.,—,shocking,claims,government,cover-up,surface,internet."
F127,Mind Control Confirmed by Sources,FAKE,"two,time,figure,market,big.,relationship,commercial,conference,strong.,—,shocking,claims,mind,control,surface,internet."
R212,New Report on Education,REAL,"great,might,for.,everything,tonight,hard.,race,turn,tend,energy.,effort,popular,easy,knowledge,education.,experts,discuss,ongoing,developments,education."
F119,Mind Control Confirmed by Sources,FAKE,"raise,even,magazine,century,from.,safe,sister,care.,anyone,soldier,door,yeah.,—,shocking,claims,mind,control,surface,internet."
F103,Hoax Confirmed by Sources,FAKE,"staff,three,keep,sea,painting.,send.,son,worry,attorney,occur.,—,shocking,claims,hoax,surface,internet."
F191,Mind Control Confirmed by Sources,FAKE,"end,type,shake,reflect,us.,executive,involve,floor,firm,relationship,level.,worker,read,owner,experience.,—,shocking,claims,mind,control,surface,internet."
F002,Mind Control Confirmed by Sources,FAKE,"thing,fight,past,language.,call,federal,central,including.,character,nearly,father,tax,design.,—,shocking,claims,mind,control,surface,internet."
R155,New Report on Election,REAL,"learn,miss,control,identify.,majority,southern,mother,color,dinner,as.,experts,discuss,ongoing,developments,election."
R006,New Report on Technology Breakthrough,REAL,"rather,everything,book,until.,media,final,action,clearly,size,indeed,someone.,experts,discuss,ongoing,developments,technology,breakthrough."
F086,Government Cover-Up Confirmed by Sources,FAKE,"strategy,identify,perhaps.,watch,several,poor,relate.,parent,eye,contain,animal,level,happy,hotel.,—,shocking,claims,government,cover-up,surface,internet."
R168,New Report on Election,REAL,"quickly,start,least,discover.,hard,agree,decade,second.,poor,decade,challenge,age,world,describe.,experts,discuss,ongoing,developments,election."
R077,New Report on Public Health,REAL,"around,area,international,field,evidence,above.,back,natural,method,wear,know.,experts,discuss,ongoing,developments,public,health."
F209,Hoax Confirmed by Sources,FAKE,"design,success,anyone,strong,certain.,—,shocking,claims,hoax,surface,internet."
R236,New Report on Public Health,REAL,"full,degree,choice,light,director,nature.,window,section,star,whatever,face,sea.,reach,information,project,toward,arm.,experts,discuss,ongoing,developments,public,health."
F186,Aliens Confirmed by Sources,FAKE,"area,glass,medical,detail,point,light.,yard,claim,foot.,member,rather,follow,senior,old.,—,shocking,claims,aliens,surface,internet."
R243,New Report on Public Health,REAL,"subject,authority,among,agree.,hotel,scientist,score,general,spring.,top,treat,statement,five,enter,spend.,experts,discuss,ongoing,developments,public,health."
F094,Immortal Jellyfish Confirmed by Sources,FAKE,"artist,natural,your.,—,shocking,claims,immortal,jellyfish,surface,internet."
R032,New Report on Economic Growth,REAL,"deal,mr,group,enjoy,maybe,system,former.,report,degree,million,site.,common,share,movement,capital,leave,often,answer.,experts,discuss,ongoing,developments,economic,growth."
R033,New Report on Education,REAL,"effort,source,light,today,challenge.,three,success,trouble,week.,experts,discuss,ongoing,developments,education."
R045,New Report on Technology Breakthrough,REAL,"doctor,order,left,democratic,modern,leader,subject.,experts,discuss,ongoing,developments,technology,breakthrough."
R116,New Report on Education,REAL,"task,lead,action.,everything,catch,rate.,cold,realize,camera.,experts,discuss,ongoing,developments,education."
F056,Celebrity Scandal Confirmed by Sources,FAKE,"suggest,including,represent,child,director.,difference,plan,medical,many,fish,tree,claim.,guess,score,pretty,tv.,—,shocking,claims,celebrity,scandal,surface,internet."
R043,New Report on Policy,REAL,"lawyer,lay,whole,we.,relate,action,store,home,poor.,agent,long,energy,age,star.,explain,really,want,back,avoid,middle,help.,experts,discuss,ongoing,developments,policy."
R145,New Report on Economic Growth,REAL,"left,area,western,people,choose.,trip,always,history,cultural,rock,child,as.,experts,discuss,ongoing,developments,economic,growth."
F200,Secret Cure Confirmed by Sources,FAKE,"beat,lawyer,note,type,term,half.,—,shocking,claims,secret,cure,surface,internet."
F034,Celebrity Scandal Confirmed by Sources,FAKE,"candidate,wonder,probably.,recognize,side,charge,teach,drop,price,whole.,—,shocking,claims,celebrity,scandal,surface,internet."
F149,Secret Cure Confirmed by Sources,FAKE,"whose,read,expect,either,soon,condition,hot.,—,shocking,claims,secret,cure,surface,internet."
F051,Secret Cure Confirmed by Sources,FAKE,"thing,point,attorney,inside,pay,international.,international,face,soldier,represent.,nothing,within,manager,main.,—,shocking,claims,secret,cure,surface,internet."
F089,Flat Earth Confirmed by Sources,FAKE,"lead,fish,owner,fill.,author,today,party,front.,—,shocking,claims,flat,earth,surface,internet."
F135,Flat Earth Confirmed by Sources,FAKE,"significant,board,partner,century,page.,worry,set,government,alone,plant,design.,decision,four,series,pass,back,particular,mother.,dark,however,reflect,quite,stage,gun,almost.,—,shocking,claims,flat,earth,surface,internet."
F088,Government Cover-Up Confirmed by Sources,FAKE,"realize,bad,federal,human,issue.,machine,pattern,change,daughter,level.,name,participant,young,spend,answer,dinner.,—,shocking,claims,government,cover-up,surface,internet."
R010,New Report on Election,REAL,"second,happen,deal,central,poor,close.,state,study,no.,experts,discuss,ongoing,developments,election."
R211,New Report on Policy,REAL,"white,challenge,staff,president,to.,newspaper,party,final,type,end.,experts,discuss,ongoing,developments,policy."
F204,Miracle Drug Confirmed by Sources,FAKE,"feeling,arm,boy,employee,new.,join,themselves.,security,laugh,light,approach,kid.,—,shocking,claims,miracle,drug,surface,internet."
F168,Miracle Drug Confirmed by Sources,FAKE,"expert,movement,day,game,receive,chair.,factor,tv,anyone,list,level.,—,shocking,claims,miracle,drug,surface,internet."
R011,New Report on Public Health,REAL,"effect,sit,doctor.,ten,consider,station,hope,production.,experts,discuss,ongoing,developments,public,health."
R232,New Report on Climate Change,REAL,"chair,general,team,medical,sister,them.,relationship,power,main,language,sell,decision.,cut,site,recent,find.,experts,discuss,ongoing,developments,climate,change."
R042,New Report on Public Health,REAL,"modern,owner,per,particularly,find,usually.,experts,discuss,ongoing,developments,public,health."
F182,Hoax Confirmed by Sources,FAKE,"east,next,need,dream,best,here.,want,firm,degree,window,performance.,—,shocking,claims,hoax,surface,internet."
F036,Miracle Drug Confirmed by Sources,FAKE,"baby,property,offer,run.,reach,contain,never.,—,shocking,claims,miracle,drug,surface,internet."
F068,Secret Cure Confirmed by Sources,FAKE,"purpose,black,describe,court.,foreign,fact,part,during.,fund,produce,animal,suggest,mrs.,—,shocking,claims,secret,cure,surface,internet."
R015,New Report on Election,REAL,"decade,matter,exist,add,edge,sport,form.,environment,father,interest.,experts,discuss,ongoing,developments,election."
R147,New Report on Climate Change,REAL,"last,site,history,difference,walk,indicate.,pull,detail,go,bed,challenge.,establish,goal,green,expect,world.,experts,discuss,ongoing,developments,climate,change."
F198,Government Cover-Up Confirmed by Sources,FAKE,"today,stuff,federal,join,third.,development,measure,check.,prevent,foreign,production.,better,focus,moment,soldier,moment.,—,shocking,claims,government,cover-up,surface,internet."
R081,New Report on Climate Change,REAL,"resource,garden,life,can.,hand,become,eat,meeting,medical,throughout,day.,experts,discuss,ongoing,developments,climate,change."
F050,Aliens Confirmed by Sources,FAKE,"fight,open,age,board.,record,media,gas,staff.,—,shocking,claims,aliens,surface,internet."
F162,Celebrity Scandal Confirmed by Sources,FAKE,"shake,modern,water.,accept,two,tell,total,food,catch.,north,ahead,outside,state,class,why.,—,shocking,claims,celebrity,scandal,surface,internet."
R028,New Report on Technology Breakthrough,REAL,"teach,upon,soldier,simply,participant.,degree,relationship,general,small,rather,season,prepare.,experts,discuss,ongoing,developments,technology,breakthrough."
R195,New Report on Budget Report,REAL,"per,treatment,send,identify,continue,real.,consider,prove,two.,none,politics,art,high,history,dream,state.,experts,discuss,ongoing,developments,budget,report."
F116,Aliens Confirmed by Sources,FAKE,"let,first,doctor,measure,cut,successful.,—,shocking,claims,aliens,surface,internet."
R018,New Report on Research,REAL,"participant,check,read,finally,despite.,movement,throughout,fear.,experts,discuss,ongoing,developments,research."
F073,Immortal Jellyfish Confirmed by Sources,FAKE,"money,reveal,republican,may,including,give,loss,growth.,especially,along,democratic,face,executive.,control,peace,consider,daughter.,—,shocking,claims,immortal,jellyfish,surface,internet."
F059,Miracle Drug Confirmed by Sources,FAKE,"brother,laugh,set.,believe,yeah,cold,specific.,clear,apply,season.,participant,south,all.,—,shocking,claims,miracle,drug,surface,internet."
R078,New Report on Budget Report,REAL,"clear,read,support,low.,left,vote,free,table.,interview,garden,often,strategy,billion,analysis.,experts,discuss,ongoing,developments,budget,report."
F216,Secret Cure Confirmed by Sources,FAKE,"heart,site,start.,study,effort,hit.,—,shocking,claims,secret,cure,surface,internet."
F206,Celebrity Scandal Confirmed by Sources,FAKE,"draw,somebody,occur,enough.,drug,bar,example,own.,cup,kid,million,peace,goal.,—,shocking,claims,celebrity,scandal,surface,internet."
R036,New Report on Research,REAL,"foot,trial,sell.,drug,beyond,month.,experts,discuss,ongoing,developments,research."
F104,Aliens Confirmed by Sources,FAKE,"view,improve,suggest,every,process,child.,develop,work,possible,old,seem,live.,whose,term,shake,yes,act,today.,history,beyond,us,hard,board,sense,because.,—,shocking,claims,aliens,surface,internet."
F000,Hoax Confirmed by Sources,FAKE,"program,job,factor,laugh,put,arm,group,yeah.,whose,story,case,front,certainly,wind.,member,represent,front,firm.,—,shocking,claims,hoax,surface,internet."
R136,New Report on Education,REAL,"catch,mr,star,day,wish.,company,risk,beyond,management.,experts,discuss,ongoing,developments,education."
F019,Immortal Jellyfish Confirmed by Sources,FAKE,"tree,prevent,ahead,add.,civil,year,trip.,cultural,personal,condition,surface.,according,account.,—,shocking,claims,immortal,jellyfish,surface,internet."
R012,New Report on Technology Breakthrough,REAL,"republican,girl,travel,however,matter,majority,activity.,experts,discuss,ongoing,developments,technology,breakthrough."
R052,New Report on Education,REAL,"perform,theory,wall,idea,door,part.,movement,actually,let,friend,yeah,area,point.,experts,discuss,ongoing,developments,education."
R123,New Report on Climate Change,REAL,"boy,always,international,again.,usually,onto,government,heavy,computer,example.,audience,stop,cost,list,father,little.,experts,discuss,ongoing,developments,climate,change."
F040,Government Cover-Up Confirmed by Sources,FAKE,"eye,bring,decision,out.,trouble,face,cause,affect,view.,career,class,avoid,article,spring,positive,similar,road.,—,shocking,claims,government,cover-up,surface,internet."
R160,New Report on Climate Change,REAL,"star,onto,case,attack,scientist,experience,clear.,experts,discuss,ongoing,developments,climate,change."
F067,Immortal Jellyfish Confirmed by Sources,FAKE,"century,trip,price,safe,anyone.,—,shocking,claims,immortal,jellyfish,surface,internet."
R069,New Report on Research,REAL,"east,throw,exactly,executive,agent,manager.,experts,discuss,ongoing,developments,research."
F160,Mind Control Confirmed by Sources,FAKE,"international,kitchen,specific,worry,way.,—,shocking,claims,mind,control,surface,internet."
F053,Hoax Confirmed by Sources,FAKE,"author,space,decade,sister,throughout.,southern,course,sell.,week,forward,every,relate,operation,style.,—,shocking,claims,hoax,surface,internet."
R074,New Report on Education,REAL,"information,to.,hospital,hundred,effort,woman,technology,interview.,far,executive,us,five,arrive,wall,theory.,send,marriage,father.,experts,discuss,ongoing,developments,education."
R007,New Report on Election,REAL,"heart,next,cover.,effort,like,spend,put.,mr,fill,knowledge.,experts,discuss,ongoing,developments,election."
R119,New Report on Climate Change,REAL,"set,region,interest,require,among.,experts,discuss,ongoing,developments,climate,change."
